damesano;coenti;coramo;premio_ganho;sinistro_ocorrido;desp_com;data_competencia
202005;1970;1140,0;56320,16;12189,92;10834,66;2020-05-01
202005;1970;1180,0;255567,86;156093,69;44035,17;2020-05-01
202504;1007;9290,0;203796,54;-77175,02;37233,08;2025-04-01
202504;1007;9690,0;0,0;0,67;0,0;2025-04-01
202504;1007;9770,0;-3089,97;21193,44;8078,19;2025-04-01
202504;1007;9820,0;8109742,56;796338,43;1639441,33;2025-04-01
202504;1007;9870,0;515659,64;261042,49;222681,44;2025-04-01
202504;1007;9930,0;515454,42;197445,71;166572,97;2025-04-01
202504;1007;13290,0;1,55;0,02;1,74;2025-04-01
202504;1007;13690,0;723,08;-319,7;0,0;2025-04-01
202504;1007;13810,0;126581,71;1365,03;30010,95;2025-04-01
202504;1007;13870,0;264134,06;14924,86;0,0;2025-04-01
202503;6351;13770,0;15761642,13;1661713,7;16957934,23;2025-03-01
202503;6351;13810,0;9026726,52;-448380,9;1771125,35;2025-03-01
202412;5321;13690,0;5422235,21;4444827,66;271052,36;2024-12-01
202412;5321;13810,0;9455511,64999998;-1474764,89000001;1713964,51;2024-12-01
202412;5321;13900,0;16279438,12;377780,41;3582128,35;2024-12-01
202412;5321;13910,0;700300,630000001;0,0;0,0;2024-12-01
202501;1571;6210,0;5320983,69;4522483,48;360613,2;2025-01-01
202501;1571;6220,0;3958597,58;5788774,58;380273,66;2025-01-01
202501;1571;6520,0;7536,2;0,0;0,75;2025-01-01
202501;1571;6540,0;4167511,15;2352059,04;916313,12;2025-01-01
202501;1571;6550,0;3540369,62;1265650,69;752404,92;2025-01-01
202501;1571;6560,0;0,0;629,3;0,0;2025-01-01
202501;1571;6580,0;15288,49;-4000,0;3982,67;2025-01-01
202501;1571;7750,0;2098891,5;-164052,61;490058,19;2025-01-01
202501;1571;7760,0;74153,9;1004,86;17101,05;2025-01-01
202501;1571;9820,0;1401,7;0,0;232,13;2025-01-01
202502;1571;6550,0;3426070,4;2202461,46;777798,76;2025-02-01
202502;1571;6560,0;0,0;808,48;0,0;2025-02-01
202502;1571;6580,0;11389,48;0,0;3036,94;2025-02-01
202502;1571;7760,0;69536,73;-5174,05;15768,95;2025-02-01
202502;1571;9820,0;827,49;0,0;120,96;2025-02-01
202502;1571;15370,0;926,06;0,0;122,41;2025-02-01
202501;1589;5200,0;1127527,41;19213,83;247401,25;2025-01-01
202501;1589;5310,0;10704336,23;7197793,68;2290450,5;2025-01-01
202501;1589;5420,0;4558052,98;1445953,72;984994,64;2025-01-01
202501;1589;5530,0;11438827,97;2359807,28;2716333,64;2025-01-01
202501;1589;10610,0;3392,51;0,0;1119,53;2025-01-01
202501;1589;10650,0;646,19;0,0;213,24;2025-01-01
202502;1589;5200,0;1011136,39;22910,57;223928,65;2025-02-01
202502;1589;5310,0;9687508,5;8124783,32;2112071,23;2025-02-01
202502;1589;5420,0;4078283,01;2285704,76;892074,81;2025-02-01
202502;1589;5530,0;10233950,63;2050697,18;2511319,6;2025-02-01
202502;1589;10610,0;4078,38;0,0;1345,86;2025-02-01
202502;1589;10650,0;663,92;0,0;219,09;2025-02-01
202504;2101;13910,0;24832873,744;3988665,659;25243760,78;2025-04-01
202501;1627;1140,0;2666624,5;149532,51;530446,38;2025-01-01
202501;1627;1180,0;602671,27;-4468,5;120216,39;2025-01-01
202501;1627;1710,0;3647826,56;2573,45;951045,42;2025-01-01
202501;1627;1950,0;1654706,39;288738,73;1144874,18;2025-01-01
202501;1627;3510,0;37133,87;-115,0;7421,68;2025-01-01
202501;1627;7460,0;18363,83;0,0;2203,67;2025-01-01
202501;1627;7750,0;623703,43;306,0;76074,78;2025-01-01
202501;1627;7760,0;7145,02;-22,0;857,42;2025-01-01
202603;3654;9900,0;1725811,35;311222,55;190829,62;2026-03-01
202502;2542;13290,0;61918,1;11739,2;27936,1;2025-02-01
202502;2542;13900,0;113772,53;67680,61;47600,73;2025-02-01
202502;1627;1140,0;2486664,16;288491,54;495091,91;2025-02-01
202502;1627;1180,0;591208,78;-16367,8;117861,2;2025-02-01
202502;1627;1710,0;3317441,3;-23189,03;896487,61;2025-02-01
202502;1627;1950,0;1516139,36;289493,34;1048626,11;2025-02-01
202502;1627;3510,0;36930,26;-90,0;7368,94;2025-02-01
202502;1627;7460,0;16586,67;0,0;1990,41;2025-02-01
202502;1627;7750,0;536414,16;1200,0;66617,75;2025-02-01
202502;1627;7760,0;6036,91;-37,0;724,42;2025-02-01
202501;1741;1180,0;4829708,93;932534,68;607288,99;2025-01-01
202501;1741;1670,0;1424963,58;1538247,14;368863,9;2025-01-01
202501;1741;3100,0;64499,71;0,0;13970,93;2025-01-01
202501;1741;3510,0;617,98;0,0;153,91;2025-01-01
202501;1741;3780,0;681220,8;223203,4;134807,82;2025-01-01
202501;1741;7460,0;98092,0;0,0;26976,82;2025-01-01
202501;1741;7750,0;17304001,37;3170045,34;4415822,65;2025-01-01
202501;1741;7760,0;3745569,99;58717,32;1040583,44;2025-01-01
202502;1741;1180,0;2116530,64;1120610,63;289550,87;2025-02-01
202502;1741;1670,0;1237311,01;1792417,05;329799,82;2025-02-01
202502;1741;3100,0;70824,25;0,0;15132,22;2025-02-01
202502;1741;3510,0;434,46;0,0;108,11;2025-02-01
202502;1741;3780,0;607367,58;411661,27;118254,61;2025-02-01
202502;1741;7460,0;87827,99;0,0;24175,68;2025-02-01
202502;1741;7750,0;15646822,81;1479819,57;3952563,81;2025-02-01
202502;1741;7760,0;3416717,91;299407,39;941030,02;2025-02-01
202412;5045;13840,0;138,99;-7,73;24,0;2024-12-01
202412;5045;13910,0;2217,18;0,0;200,43;2024-12-01
202501;1970;1140,0;551364,65;440212,59;156787,66;2025-01-01
202501;1970;1180,0;1054898,68;460717,64;197286,22;2025-01-01
202501;1970;1410,0;70300,61;1899,17;9400,28;2025-01-01
202501;1970;3100,0;647886,1;11930,09;61274,03;2025-01-01
202501;1864;7750,0;106637,69;0,0;13862,89;2025-01-01
202501;1864;7460,0;13925,32;0,0;1810,3;2025-01-01
202502;1864;7750,0;97167,09;0,0;12631,73;2025-02-01
202501;1970;3510,0;43093,18;12779,22;7857,58;2025-01-01
202501;1970;3780,0;6188889,29;2003085,93;1024856,65;2025-01-01
202502;1970;1140,0;502332,84;285464,96;137455,12;2025-02-01
202402;6572;1960,0;37745,37;23127,07;6804,8;2024-02-01
202502;1970;1180,0;1305299,93;593656,91;269104,95;2025-02-01
202502;1970;1410,0;70858,09;305,08;9953,95;2025-02-01
202501;5321;1110,0;0,0;31552,23;0,0;2025-01-01
202501;2020;7480,0;9834910,39;12201179,84;-272702,35;2025-01-01
202501;2020;7490,0;14225,89;-6524,38;26387,8;2025-01-01
202502;2020;7480,0;9013206,09;8952325,74;2958905,17;2025-02-01
202502;2020;7490,0;-94035,84;245793,06;-30287,04;2025-02-01
202501;5321;1180,0;9576963,4;-171853,58;1927233,09;2025-01-01
202501;2062;1950,0;37551430,49;4136344,86;24075422,37;2025-01-01
202502;2062;1950,0;30980850,87;3289823,59;19883759,47;2025-02-01
202501;5321;1410,0;546717,32;159651,21;108607,79;2025-01-01
202501;5321;1710,0;64660162,62;7031024,31;27179725,03;2025-01-01
202502;1970;3780,0;5258343,88;1904058,15;1487319,2;2025-02-01
202503;1970;3780,0;6058608,44;1409273,93;1298876,8;2025-03-01
202502;5177;14330,0;3573253,2;-48903,2;89331,36;2025-02-01
202502;5177;15280,0;22575,32;0,0;2,26;2025-02-01
202502;5177;15350,0;33862,98;-3032,43;3,39;2025-02-01
202502;5177;15370,0;264715,18;-389428,6;966,23;2025-02-01
202502;5177;17340,0;3771854,78;0,0;377,18;2025-02-01
202402;1279;1960,0;1646642,86;223783,12;398965,52;2024-02-01
202402;1279;3510,0;186170,36;76197,71;55986,88;2024-02-01
202501;5355;5200,0;3300939,05;28363,0;656230,22;2025-01-01
202501;5355;3510,0;0,0;100,56;0,0;2025-01-01
202501;5355;1110,0;0,0;2000,0;0,0;2025-01-01
202501;5355;5420,0;47217678,15;60089354,42;9364614,77;2025-01-01
202505;1571;15370,0;766,85;0,0;101,37;2025-05-01
202507;2071;1670,0;6210595,52;1158112,8;352951,92;2025-07-01
202507;2071;1710,0;962632,34;-147235,22;283522,01;2025-07-01
202507;2071;1960,0;2794301,41;1076631,27;557322,41;2025-07-01
202507;2071;3510,0;42742,06;0,0;8456,88;2025-07-01
202507;2071;7460,0;9285,82;5,25;2046,32;2025-07-01
202507;2071;7480,0;8339739,49;12323165,41;1159042,39;2025-07-01
202507;2071;7490,0;493517,9;1502781,11;75137,21;2025-07-01
202507;2071;7750,0;8721546,0;900804,66;3096550,58;2025-07-01
202506;1571;1180,0;303474,87;-35726,91;35236,18;2025-06-01
202506;1571;1410,0;23500,51;0,0;1185,51;2025-06-01
202506;1571;1670,0;6471999,24;-173022,14;67469,7;2025-06-01
202506;1571;1710,0;689019,46;-2779,89;105671,21;2025-06-01
202506;1571;1960,0;91627964,65;-19080820,26;4512011,12;2025-06-01
202506;1571;3100,0;1562558,7;12521,16;123702,78;2025-06-01
202412;1571;9820,0;8799,54;0,0;1235,42;2024-12-01
202501;1414;7460,0;51873,03;724019,37;10861,35;2025-01-01
202501;1414;7750,0;6360115,76;-5956206,96;1543109,94;2025-01-01
202602;1490;15280,0;417785,84;-1800297,43;51313,65;2026-02-01
202602;1490;15350,0;3605292,81;12794921,48;414015,83;2026-02-01
202508;6947;9930,0;37231404,21;30579594,02;6245326,37;2025-08-01
202412;1279;1180,0;336559,3;-24570,2499999999;90738,7;2024-12-01
202412;1414;1180,0;920134,29;4952,99;217732,12;2024-12-01
202412;1414;1410,0;49219,27;-5096,57;9611,71;2024-12-01
202412;1414;1670,0;4809584,12;-1966901,3;1088575,98;2024-12-01
202412;1554;9770,0;118425,96;11195,49;5921,3;2024-12-01
202412;1554;9820,0;212732,8;0,0;167,32;2024-12-01
202412;1279;1670,0;203831,47;246,660000000003;83189,5499999999;2024-12-01
202412;1279;1710,0;74216,65;1000,0;18527,6;2024-12-01
202412;1279;1960,0;9225319,53999998;6051112,36;635701,53;2024-12-01
202412;1279;3510,0;1267594,96;394148,46;449103,219999999;2024-12-01
202412;1279;3780,0;56791,22;10152,52;11358,25;2024-12-01
202412;1279;5200,0;19846,77;588,82;5656,22;2024-12-01
202412;1279;6230,0;16361,71;0,0;4768,64;2024-12-01
202412;1279;6280,0;180458,25;190089,16;51952,92;2024-12-01
202412;1279;7460,0;24277,3300000001;0,0;6480,97;2024-12-01
202412;1279;7750,0;1983689,39000001;940586,95;600472,96;2024-12-01
202502;5355;5420,0;41108401,37;56333637,3;8181969,18;2025-02-01
202412;1414;1710,0;3396357,58;1096117,1;751749,49;2024-12-01
202412;1414;3100,0;493572,97;142241,27;129046,94;2024-12-01
202412;1414;3130,0;274624,04;23260,67;58009,7;2024-12-01
202412;1414;3510,0;5367165,13;1806465,54;1576940,86;2024-12-01
202412;1414;3780,0;2813847,67;583765,53;697829,41;2024-12-01
202412;1414;6210,0;2450122,39;361512,12;384744,64;2024-12-01
202412;1414;6220,0;1948187,33;791263,35;701423,38;2024-12-01
202412;1414;6320,0;368467,94;448950,07;85816,33;2024-12-01
202412;1414;6520,0;122307,62;-23612,9;34949,52;2024-12-01
202412;1414;6540,0;3902660,56;2970596,9;919365,8;2024-12-01
202412;1414;6550,0;2821733,74;1498437,01;677495,55;2024-12-01
202412;1414;7400,0;0,0;553326,66;0,0;2024-12-01
202412;1414;7450,0;0,0;200493,5;0,0;2024-12-01
202412;1414;7460,0;229754,47;8647864,54;49859,06;2024-12-01
202412;1414;7750,0;8032323,05;-10470728,59;1562667,58;2024-12-01
202412;1554;9930,0;405972,16;-60,39;1186710,83;2024-12-01
202412;1554;16010,0;1139175,34;1808,52;532583,32;2024-12-01
202412;2143;16010,0;834788,63;-9116,87;677236,39;2024-12-01
202412;2143;16020,0;901,69;0,0;2227,45;2024-12-01
202412;2267;9930,0;731612,38;80153,17;142191,23;2024-12-01
202412;2577;9770,0;4607435,64;27790,18;4377469,4;2024-12-01
202412;1279;7760,0;481178,239999999;107439,54;141704,08;2024-12-01
202502;4031;13290,0;11430,93;6044,82;1884,87;2025-02-01
202502;4031;13810,0;184343,93;273942,42;20601,4600000001;2025-02-01
202502;4031;13910,0;419291,14;141138,37;604481,469999997;2025-02-01
202412;1490;1140,0;634,52;0,0;294,48;2024-12-01
202412;1490;1180,0;3427213,1;1444058,16;676831,07;2024-12-01
202412;1490;1410,0;203430,7;17746,21;42608,57;2024-12-01
202412;1490;1670,0;1035866,67;-189801,6;250639,39;2024-12-01
202412;1490;1710,0;3295724,58;1715443,45;875940,31;2024-12-01
202412;1490;3100,0;40868,6;25781,14;8802,53;2024-12-01
202412;1490;3510,0;1794147,99;632556,38;467236,89;2024-12-01
202412;1490;3780,0;187635,85;62342,52;37932,45;2024-12-01
202412;1490;5200,0;934843,1;255838,25;124763,56;2024-12-01
202412;1490;5310,0;2932637,71;707956,91;-3390772,89;2024-12-01
202412;1490;5530,0;8167189,23;8410508,98;-4363222,57;2024-12-01
202412;1490;6210,0;1199623,85;2460674,9;353728,42;2024-12-01
202412;1490;6220,0;1673746,43;857303,13;597501,03;2024-12-01
202412;1490;6230,0;8468780,15;7232442,6;1950026,08;2024-12-01
202412;1490;6280,0;13090892,58;9366341,07;3085258,37;2024-12-01
202412;1490;6380,0;766,03;810,6;21,45;2024-12-01
202412;1490;6540,0;5524924,37;4454442,28;1941850,37;2024-12-01
202412;1490;6550,0;3998427,81;2000783,11;1398064,16;2024-12-01
202412;1490;6560,0;8386,13;-5476,89;2328,96;2024-12-01
202412;1490;7750,0;2089002,29;5582057,87;800419,77;2024-12-01
202412;1490;7760,0;889770,0;217583,8;332384,53;2024-12-01
202412;1490;9820,0;248112,53;68204,53;70126,34;2024-12-01
202412;1490;9930,0;33001,86;-41044,91;12132,14;2024-12-01
202412;1490;11010,0;37847178,12;5274731,99;3685365,97;2024-12-01
202412;1490;11300,0;3619773,43;1678504,59;791269,05;2024-12-01
202501;1805;9770,0;62,55;0,0;18,77;2025-01-01
202501;1805;9820,0;871928,76;-578,27;29771,45;2025-01-01
202412;1546;9930,0;1635,22;55543,64;24,35;2024-12-01
202501;1414;9930,0;167148,34;266313,56;23105,11;2025-01-01
202501;1414;11300,0;72428,34;-88502,88;15825,35;2025-01-01
202412;2275;9820,0;99736,37;12217,56;100,12;2024-12-01
202412;2275;9930,0;785841,11;598659,62;4324,37;2024-12-01
202412;2275;13810,0;70,94;0,0;29,03;2024-12-01
202512;3646;13810,0;1060053,0;-4826,5;828054,25;2025-12-01
202412;1571;6540,0;4455465,11;3362655,74;976343,58;2024-12-01
202412;1571;6550,0;3773320,78;2291390,71;791822,75;2024-12-01
202412;1571;6560,0;0,0;772,85;0,0;2024-12-01
202412;1571;6580,0;13108,95;-1000,0;3368,11;2024-12-01
202408;2798;15970,0;13048,79;0,0;2163,06;2024-08-01
202503;2798;1180,0;5729636,71;1398787,06;1455671,37;2025-03-01
202503;2798;1410,0;35212,38;53436,64;4595,78;2025-03-01
202503;2798;1670,0;50912,9;121683,17;11017,98;2025-03-01
202503;3603;1140,0;655,01;2547,36;6,51;2025-03-01
202503;3603;1710,0;68534,42;86535,6;4591,74;2025-03-01
202412;1571;7750,0;2068616,89;5159,61;481350,29;2024-12-01
202412;1571;7760,0;84765,8;-601,58;18301,86;2024-12-01
202412;5631;10610,0;137881242,81;9472114,32;12037527,1;2024-12-01
202412;5631;10650,0;41263573,43;-31694252,2;3610866,43;2024-12-01
202412;5631;10680,0;10111231,07;-12973874,4;113812,71;2024-12-01
202412;5631;13810,0;72223,59;192260,67;3,22;2024-12-01
202412;5631;13840,0;45647,53;-32354,25;0,01;2024-12-01
202412;5631;13870,0;119,52;0,0;0,01;2024-12-01
202412;5631;13900,0;498,45;-10965,45;0,0;2024-12-01
202412;5631;13910,0;665208,21;1282052,57;3335,97;2024-12-01
202412;6785;11070,0;1017001,81;-12200850,29;111157,38;2024-12-01
202412;6785;11090,0;0,0;4855,07;160,76;2024-12-01
202412;6785;11300,0;7816203,71;3134807,56;1651752,56;2024-12-01
202412;6785;11620,0;206801022,53;16492338,58;41396503,74;2024-12-01
202412;6785;11980,0;331868211,8;33236127,25;97900593,67;2024-12-01
202412;6785;13290,0;6637695,59;378489,39;2881055,49;2024-12-01
202412;6785;13810,0;7999465,92;1946526,52;3595357,15;2024-12-01
202412;6785;13840,0;7936703,4;652444,54;3509065,49;2024-12-01
202412;1481;13910,0;844978,76;1543980,75;177172,78;2024-12-01
202412;1481;16010,0;39,44;0,0;25,32;2024-12-01
202408;5321;9770,0;113666753,92;22768487,2;24445735,24;2024-08-01
202408;5321;9810,0;0,0;7089,80000000001;0,0;2024-08-01
202408;5321;9820,0;87976442,77;12792663,19;27483234,59;2024-08-01
202501;1546;16010,0;128841,37;18073,6;10087,96;2025-01-01
202602;1546;16010,0;17996,34;-30560,22;1808,68;2026-02-01
202606;1571;3780,0;893994,98;390765,2;79471,67;2026-06-01
202412;1490;15280,0;393711,35;796700,85;48335,3;2024-12-01
202412;1490;15350,0;3673689,23;2143739,41;416803,58;2024-12-01
202412;1490;15370,0;87049,09;7036,01;9709,47;2024-12-01
202412;1490;15970,0;411357,16;591497,4;67168,12;2024-12-01
202408;5321;9840,0;21034853,53;4721324,55;5523508,48;2024-08-01
202408;5321;9870,0;82,99;0,0;14,9400000000001;2024-08-01
202408;5321;9900,0;2200267,52;126432,01;901508,919999999;2024-08-01
202408;5321;9930,0;84233527,63;23951797,29;21565267,83;2024-08-01
202408;5321;10610,0;62376084,53;9896719,23;12475216,75;2024-08-01
202408;5321;10650,0;14219837,9;1613035,76;2841801,11;2024-08-01
202408;5321;10660,0;0,0;1243,5;0,0;2024-08-01
202408;5321;10680,0;0,0;322,64;0,0;2024-08-01
202508;2071;7480,0;8284830,28;12610541,67;941897,85;2025-08-01
202508;2071;7490,0;667414,96;1895930,53;105287,02;2025-08-01
202508;2071;7750,0;8024700,05;-381070,82;1677372,53;2025-08-01
202407;3182;5200,0;-5,93;901,56;0,0;2024-07-01
202503;2119;1140,0;9438,54;-10000,0;4155,36;2025-03-01
202503;2119;1710,0;32912,98;18960,71;6447,68;2025-03-01
202402;6572;6210,0;1101972,79;220392,37;265481,01;2024-02-01
202509;1627;7460,0;17771,45;0,0;2132,58;2025-09-01
202509;1627;7750,0;585725,99;1401,0;73353,06;2025-09-01
202509;1627;7760,0;8581,48;24,0;1029,78;2025-09-01
202412;1589;5200,0;1141833,98;9225,53;250577,01;2024-12-01
202412;1589;5310,0;10726495,0;6781625,09;3248947,59;2024-12-01
202412;1589;5420,0;4618757,64;1561497,31;999012,41;2024-12-01
202412;1589;5530,0;11605405,93;1996616,61;2096715,93;2024-12-01
202412;1589;10610,0;3401,63;0,0;1122,54;2024-12-01
202412;1589;10650,0;179,03;0,0;59,08;2024-12-01
202412;1741;1180,0;2378178,61;2400013,39;327779,49;2024-12-01
202412;1741;1670,0;1464118,37;-448431,16;379292,43;2024-12-01
202412;1741;3100,0;76035,54;0,0;16329,62;2024-12-01
202412;1741;3510,0;590,89;0,0;147,13;2024-12-01
202412;1741;3780,0;681119,61;165957,8;132234,03;2024-12-01
202412;1741;7460,0;94901,04;0,0;25778,49;2024-12-01
202412;1741;7750,0;9391842,73;58409177,23;2375070,01;2024-12-01
202412;1741;7760,0;3779336,43;1518582,05;1053543,4;2024-12-01
202012;5690;11300,0;0,0;8161,8;0,0;2020-12-01
202012;5690;11620,0;33973,52;36222,24;6083,07;2020-12-01
202210;1627;7750,0;671413,65;-287092,0;82142,88;2022-10-01
202210;1627;7760,0;4720,81;-4160,0;566,5;2022-10-01
202006;1414;1180,0;7375,68;0,0;2231,64;2020-06-01
202006;1414;1410,0;197,5;0,0;29,93;2020-06-01
202006;1414;1670,0;1847761,55;-619736,5;427748,72;2020-06-01
202501;1805;16010,0;601341,52;172766,36;402492,21;2025-01-01
202502;1805;9770,0;62,55;0,0;18,77;2025-02-01
202502;1805;9820,0;1093999,17;6430,93;28986,97;2025-02-01
202502;1805;9930,0;25927,94;62074,03;5379,4;2025-02-01
202502;1805;16010,0;594929,42;148283,05;398527,73;2025-02-01
202503;1805;9770,0;54,21;0,0;16,26;2025-03-01
202503;1805;9820,0;74030,08;2713,98;20572,99;2025-03-01
202503;1805;9930,0;24596,67;53135,6;4864,9;2025-03-01
202503;1805;16010,0;3184943,72;228073,16;424525,45;2025-03-01
202503;2275;9820,0;99736,37;60236,83;100,12;2025-03-01
202503;2275;9930,0;823719,87;-419939,3;4529,19;2025-03-01
202503;2143;1710,0;24015969,18;2925253,97;12049842,32;2025-03-01
202503;2143;1950,0;77530122,1;8573559,56;54458435,18;2025-03-01
202503;2143;5240,0;1140027,63;643262,59;555952,56;2025-03-01
202503;2143;5420,0;214563,48;129742,04;133442,83;2025-03-01
202503;2143;9290,0;218878,35;3160,96;160377,96;2025-03-01
202503;2143;9770,0;5524114,9;319549,9;3829075,07;2025-03-01
202503;2143;9820,0;130362,51;0,0;88237,08;2025-03-01
202503;2143;13290,0;26,84;0,0;17,45;2025-03-01
202503;2143;13770,0;4636336,98;398953,53;3470545,73;2025-03-01
202503;2143;13870,0;586,11;0,0;426,64;2025-03-01
202503;2143;13900,0;302,84;0,0;381,86;2025-03-01
202503;2143;16010,0;900694,04;651,08;729899,27;2025-03-01
202503;2143;16020,0;11404,11;12,23;7637,37;2025-03-01
202401;5096;13290,0;91128,41;31422,59;9091,19;2024-01-01
202401;5096;13810,0;737135,56;-50516,29;73721,45;2024-01-01
202401;5096;13910,0;51391,56;0,0;0,0;2024-01-01
202505;1571;9820,0;147,05;0,0;19,43;2025-05-01
202604;1007;9930,0;550693,92;63732,48;171474,96;2026-04-01
202604;1007;13690,0;2154600,47;419121,87;17658,85;2026-04-01
202604;1007;13810,0;404149,8;27697,39;26784,56;2026-04-01
202604;1007;13870,0;147521,35;-5704,91;0,0;2026-04-01
202512;3531;16010,0;1492471,83;857,92;1048299,41;2025-12-01
202512;3531;16020,0;719969,75;0,0;538086,55;2025-12-01
202509;1589;5530,0;11561019,27;2541496,5;-25406838,47;2025-09-01
202509;1589;10610,0;135692,7;0,0;44778,59;2025-09-01
202604;1155;5200,0;6488,45;0,0;44485,73;2026-04-01
202604;1155;5310,0;3950296,3;6454513,79;161165,19;2026-04-01
202604;1155;5420,0;55645,77;241669,09;209472,83;2026-04-01
202604;1155;5530,0;92857,72;0,0;119150,17;2026-04-01
202604;1261;13770,0;25719090,24;24105238,63;17209332,99;2026-04-01
202604;1261;13810,0;89403,33;0,0;71531,61;2026-04-01
202604;1261;13910,0;283031,360000002;0,0;262860,069999997;2026-04-01
202604;1261;16010,0;39313407,32;5322516,68;32072890,27;2026-04-01
202604;1279;1140,0;3806,63;0,0;1106,2;2026-04-01
202604;1279;1180,0;7987,00999999999;-380,57;1921,21;2026-04-01
202604;1279;1670,0;21607,93;0,0;8309,05;2026-04-01
202604;1279;1960,0;5482,56;-178753,25;959,45;2026-04-01
202604;1279;3510,0;13730,24;178317,75;2762,48;2026-04-01
202604;1279;5200,0;164917,04;0,0;33988,3;2026-04-01
202604;1279;6230,0;354064,38;866279,25;75886,18;2026-04-01
202604;1279;6280,0;1515955,38;1172767,38;311823,2;2026-04-01
202604;1279;7460,0;45453,8300000001;3855,16;12151,09;2026-04-01
202604;1279;7750,0;2741477,17;9016866,26;820178,34;2026-04-01
202604;1279;7760,0;1200842,11;91417,92;352156,2;2026-04-01
202604;1279;11010,0;0,0;90205,2;0,0;2026-04-01
202509;1589;10650,0;23945,77;0,0;13497,84;2025-09-01
202509;1589;5200,0;1296121,3;65646,33;-2191650,18;2025-09-01
202509;1589;5310,0;13805236,12;5157540,02;40521306,99;2025-09-01
202509;1589;5420,0;8581568,31;1447028,92;652234,27;2025-09-01
202504;1741;1180,0;4136504,78;3656790,16;493031,0;2025-04-01
202504;1741;1670,0;1154739,86;2090000,82;313956,24;2025-04-01
202504;1741;3100,0;55427,5;0,0;12103,76;2025-04-01
202504;1741;3510,0;412,14;0,0;102,52;2025-04-01
202504;1741;3780,0;539726,09;412568,22;105129,13;2025-04-01
202504;1741;7460,0;94044,21;1464,0;25868,13;2025-04-01
202504;1741;7750,0;16227620,62;387920,21;4132984,74;2025-04-01
202504;1741;7760,0;3809555,7;461398,47;1059223,49;2025-04-01
202504;1805;9770,0;54,21;0,0;16,26;2025-04-01
202504;1805;9820,0;71060,43;-2929,93;19806,57;2025-04-01
202504;1805;9930,0;25215,57;29794,9;5050,57;2025-04-01
202504;1805;16010,0;603726,94;246982,58;399514,93;2025-04-01
202504;1627;1140,0;2760532,95;91276,03;551204,69;2025-04-01
202504;1627;1180,0;637213,53;16119,0;127768,71;2025-04-01
202504;1627;1710,0;3839661,11;9047,38;1098541,91;2025-04-01
202504;1627;1950,0;1676023,84;347588,84;1156432,52;2025-04-01
202504;1627;3510,0;36048,04;24,0;7213,46;2025-04-01
202504;1627;7460,0;17771,45;0,0;2132,58;2025-04-01
202504;1627;7750,0;609339,54;233,0;75637,18;2025-04-01
202504;1627;7760,0;7808,24;-40,0;936,98;2025-04-01
202504;2071;1180,0;950513,55;344137,55;208476,88;2025-04-01
202504;2071;1410,0;173168,64;-4323,12;33024,87;2025-04-01
202504;2071;1670,0;20053638,12;1317289,69;241970,42;2025-04-01
202504;2071;1710,0;368954,64;99562,39;102749,2;2025-04-01
202504;2071;1960,0;2217016,59;137139,53;399875,87;2025-04-01
202504;2071;3510,0;13959,36;0,0;2471,69;2025-04-01
202504;2020;7480,0;11756609,5;30683790,03;1481357,88;2025-04-01
202504;2020;7490,0;36900,23;372051,3;42452,99;2025-04-01
202504;1970;1140,0;563491,21;298068,39;145757,67;2025-04-01
202504;1970;1180,0;994103,38;643856,77;134971,45;2025-04-01
202504;1970;1410,0;68859,5;-135,86;8707,81;2025-04-01
202504;1970;3100,0;624761,28;6355,88;33780,22;2025-04-01
202504;2054;9820,0;6625,91;-37,98;662,59;2025-04-01
202504;2054;9930,0;54745,72;-468,04;5474,57;2025-04-01
202504;2062;1950,0;26446970,45;2753976,45;16915978,79;2025-04-01
202504;1864;1180,0;208,21;0,0;27,07;2025-04-01
202504;1864;7460,0;13841,86;0,0;16236,85;2025-04-01
202504;1864;7750,0;366927,94;0,0;47700,63;2025-04-01
202504;2071;7460,0;8893,34;-1638,14;1991,98;2025-04-01
202504;2071;7480,0;3330204,15;8060102,19;451096,87;2025-04-01
202504;1970;3510,0;41389,18;166,02;6104,6;2025-04-01
202504;1937;9770,0;7089,49;-3064,72;272,43;2025-04-01
202504;1937;13910,0;168,76;0,0;0,0;2025-04-01
202504;1970;3780,0;5982578,52;2257498,39;685368,84;2025-04-01
202505;4111;5420,0;395200,8;80926,59;176731,85;2025-05-01
202505;4111;7460,0;6741,36;152,16;1703,85;2025-05-01
202505;4111;7750,0;3436557,17;204743,59;783909,25;2025-05-01
202505;4111;7760,0;1271600,61;769939,21;311481,17;2025-05-01
202505;2054;9820,0;6584,47;-22,66;658,45;2025-05-01
202505;2054;9930,0;54403,91;-250,9;5440,39;2025-05-01
202504;2119;1140,0;10064,83;-14145,6;4439,72;2025-04-01
202504;2119;1710,0;18006,61;4744,45;3043,03;2025-04-01
202504;2119;3780,0;183061,34;-2692,09;41121,75;2025-04-01
202504;2119;5530,0;2801182,26;2064618,03;498315,96;2025-04-01
202504;2119;7460,0;81,27;0,0;40,63;2025-04-01
202504;2119;7750,0;3626,6;0,0;780,21;2025-04-01
202504;2119;9290,0;535,5;1358,39;264,99;2025-04-01
202504;2119;9820,0;101083,81;162872,39;26032,37;2025-04-01
202504;2119;9900,0;974,15;7200,0;224,05;2025-04-01
